from,to,weight
20136,20754,6
20136,20755,1
20136,20756,1
20136,20757,6
20136,20758,1
20136,20759,1.5
20136,20762,6
20136,20903,1
20136,20904,6
20136,20906,2
20136,20907,6
20136,20909,1
20136,20910,1
20136,20915,1
20136,20916,1
20136,20920,6
20136,20924,1
20136,20925,1
20136,20926,1
20136,20927,6
20136,20929,1
20136,20932,6
20136,20934,6
20136,20941,6.5
20136,20944,5.5
20136,20946,2
20136,20947,1
20136,20948,1
20136,20952,6
20136,20954,6
20136,20955,6
20136,20958,6
20136,20959,6
20136,20962,1
20136,20963,1
20136,21101,1
20136,21102,6
20136,21103,1.5
20136,21105,1
20136,21106,1
20136,21108,1
20136,21109,1
20136,21110,6.5
20136,21111,1
20136,21116,1
20136,21117,1
20136,21118,6
20136,21122,1
20136,21123,1
20136,21124,6
20136,21125,1
20136,21128,1
20136,21129,1
20136,21131,1
20136,21132,1
20136,21135,1
20136,21137,6
20136,21139,1
20136,21140,6
20136,21142,1
20136,21143,1
20136,21148,1
20136,21149,1
20136,21150,1
20136,21162,1
20136,21163,1
20136,21164,1
20136,21165,1
20136,21167,2
20136,21168,2
20136,21170,1
20136,21171,2
20136,21172,6
20136,21174,1
20136,21175,1
20136,21176,2
20136,21177,2
20136,21178,1
20136,21179,1
20136,21180,1
20136,21182,1
20136,21184,1
20136,21187,1
20136,21188,1
20136,21189,1
20136,21191,1
20136,21192,1
20136,21193,1
20136,21196,1
20136,21198,5.5
20136,21300,6
20136,21302,1
20136,21303,5.5
20136,21304,6
20136,21305,1
20136,21306,6
20136,21307,1
20136,21308,6
20136,21309,6
20136,21311,6
20136,21312,6
20136,21313,6
20136,21314,6
20136,21315,6
20136,21316,6
20136,21317,1
20136,21318,1
20136,21321,6
20136,21323,1
20136,21324,5
20136,21326,6
20136,21328,1
20136,21329,6
20136,21330,1
20136,21331,1
20136,21332,1
20136,21333,1
20136,21334,6
20136,21335,6
20136,21337,1
20136,21340,6
20136,21341,6
20136,21342,6
20136,21343,6
20136,21344,6
20136,21345,1
20136,21346,1
20136,21347,1
20136,21348,1
20136,21349,1
20136,21350,1
20136,21351,1
20136,21352,6
20136,21353,1.5
20136,21354,1
20136,21355,1
20136,21356,1
20136,21357,2
20136,21358,7
20136,21359,1
20136,21360,1
20136,21361,6
20136,21362,6
20136,21364,1
20136,21365,5.5
20136,21366,6
20136,21367,1
20136,21368,6
20136,21369,6
20136,21370,6
20136,21371,6
20136,21372,6
20136,21373,1
20136,21375,6
20136,21376,1
20136,21500,1
20136,21501,1
20136,21502,6
20136,21503,1
20136,21504,6
20136,21505,1
20136,21506,6
20136,21507,5.5
20136,21508,6
20136,21509,1
20136,21510,1
20136,21512,1
20136,21513,1
20136,21514,1
20136,21515,1
20136,21516,1
20136,21519,1
20136,21520,1
20136,21521,1
20136,21522,1
20136,21523,1
20136,21524,1
20136,21525,6
20136,21526,1
20136,21527,1
20136,21528,1
20136,21529,6
20136,21530,6
20136,21531,1
20136,21532,2
20136,21536,6
20136,21537,1
20136,21538,6
20136,21539,1
20136,21540,6
20136,21541,1
20136,21542,1
20136,21543,1
20136,21544,1
20136,21545,6
20136,21546,1
20136,21547,1
20136,21548,6
20136,21549,1
20136,21550,1
20136,21551,1
20136,21552,1
20136,21553,1
20136,21554,5.5
20136,21555,1
20136,21556,1
20136,21557,1
20136,21558,1
20136,21559,1
20136,21560,1
20136,21561,1
20136,21562,1
20136,21563,1
20136,21564,1
20136,21565,1
20136,21566,6
20136,21700,1
20136,21701,1
20136,21702,1
20136,21703,6
20136,21704,1
20136,21705,1
20136,21706,6
20136,21707,6
20136,21708,1
20136,21709,6
20136,21710,1
20136,21711,6
20136,21712,6
20136,21713,6
20136,21714,1
20136,21715,6
20136,21716,1
20136,21717,1
20136,21718,1
20136,21719,1
20136,21720,1
20136,21721,1
20136,21722,6
20136,21723,6
20136,21724,1
20136,21725,1
20136,21726,6
20136,21727,1
20136,21728,6
20136,21729,6
20136,21730,6
20136,21731,1
20136,21732,6
20136,21733,1
20136,21734,1
20136,21735,1
20136,21736,6
20136,21737,1
20136,21738,6
20136,21739,6
20136,21740,6
20136,21741,6
20136,21742,1
20136,21743,6
20136,21744,1
20136,21745,1
20136,21746,6
20136,21747,6
20136,21748,1
20136,21749,1
20136,21750,1
20136,21751,1
20136,21752,1
20136,21753,1.5
20136,21754,2
20136,21755,1
20136,29106,6
20136,29109,6
20136,29127,4
20136,29134,6
20136,29143,1
20136,29312,6
20136,29317,6
20136,29321,1
20136,29323,1
20136,29337,6
20136,29339,6
20136,29346,4
20136,29348,6
20136,29368,6
20136,29375,1
20136,29377,6
20136,29378,5.5
20136,29379,6
20136,29393,1
20136,29504,6
20136,29539,1
20136,29541,1
20136,29546,3
20136,29550,1
20136,29561,6
20136,29565,1
20136,29571,6
20136,29572,1
20136,29573,6
20136,29587,5.5
20136,29588,4
20136,29701,1
20136,29707,6
20136,29710,6
20136,29717,6.5
20136,29718,1
20136,29729,6
20136,29741,6
20136,29759,1
20136,29760,1
20136,29762,1
20136,29768,6
20136,29769,5
20136,29776,6
20136,29777,6
20136,29778,6
20136,29901,6
20136,29903,6
20136,29908,6
20136,29910,1
20136,29911,6
20136,29919,6
20136,29925,6
20136,29932,1
20136,31101,6
20136,31102,1
20136,31103,5
20136,39301,6
20136,39304,6
20136,39305,4
20136,39307,6
20136,39308,1
20138,14066,7
20138,14657,7
20138,14854,7
20138,14863,7
20138,15085,7
20138,15444,2
20138,15445,7
20138,15446,7
20138,15455,7
20138,15621,7
20138,15634,7
20138,20107,7
20138,20124,7
20138,20130,4
20138,20134,6
20138,20136,1
20138,20139,7
20138,20301,7
20138,20304,4
20138,20307,7
20138,20316,7
20138,20325,6
20138,20337,7
20138,20342,7
20138,20344,7
20138,20346,4
20138,20351,7
20138,20352,7
20138,20355,7
20138,20356,7
20138,20357,7
20138,20501,1
20138,20505,2
20138,20508,4
20138,20518,7
20138,20521,7
20138,20522,7
20138,20526,7
20138,20527,7
20138,20528,7
20138,20530,7
20138,20531,7
20138,20532,7
20138,20533,2
20138,20535,7
20138,20536,6.5
20138,20703,7
20138,20704,7
20138,20709,7
20138,20715,7
20138,20725,7
20138,20726,1
20138,20729,7
20138,20738,7
20138,20755,7
20138,20756,7
20138,20758,7
20138,20759,5.5
20138,20903,7
20138,20906,6
20138,20909,7
20138,20910,7
20138,20915,7
20138,20916,7
20138,20924,7
20138,20925,7
20138,20926,7
20138,20929,7
20138,20941,0.5
20138,20944,0.5
20138,20946,6
20138,20947,7
20138,20948,7
20138,20949,4
20138,20962,7
20138,20963,7
20138,21101,7
20138,21103,6.5
20138,21105,7
20138,21106,7
20138,21108,7
20138,21109,7
20138,21110,0.5
20138,21111,7
20138,21116,7
20138,21117,7
20138,21122,7
20138,21123,7
20138,21125,7
20138,21128,7
20138,21129,7
20138,21131,7
20138,21132,7
20138,21135,7
20138,21139,7
20138,21142,7
20138,21143,7
20138,21148,7
20138,21149,7
20138,21150,7
20138,21162,7
20138,21163,7
20138,21164,7
20138,21165,7
20138,21167,6
20138,21168,6
20138,21170,7
20138,21171,6
20138,21174,7
20138,21175,7
20138,21176,2
20138,21177,6
20138,21178,7
20138,21179,7
20138,21180,7
20138,21182,7
20138,21184,7
20138,21187,7
20138,21188,7
20138,21189,7
20138,21191,7
20138,21192,7
20138,21193,7
20138,21196,7
20138,21198,0.5
20138,21302,7
20138,21303,0.5
20138,21305,7
20138,21307,7
20138,21317,7
20138,21318,7
20138,21323,7
20138,21324,1
20138,21328,7
20138,21330,7
20138,21331,7
20138,21332,7
20138,21333,7
20138,21337,7
20138,21345,7
20138,21346,7
20138,21347,7
20138,21348,7
20138,21349,7
20138,21350,7
20138,21351,7
20138,21353,6.5
20138,21354,7
20138,21355,7
20138,21356,7
20138,21357,6
20138,21358,1
20138,21359,7
20138,21360,7
20138,21364,7
20138,21365,0.5
20138,21367,7
20138,21373,7
20138,21376,7
20138,21500,7
20138,21501,7
20138,21503,7
20138,21505,7
20138,21507,0.5
20138,21509,7
20138,21510,7
20138,21512,7
20138,21513,7
20138,21514,7
20138,21515,7
20138,21516,7
20138,21519,7
20138,21520,7
20138,21521,7
20138,21522,7
20138,21523,7
20138,21524,7
20138,21526,7
20138,21527,7
20138,21528,7
20138,21531,7
20138,21532,2
20138,21537,7
20138,21539,7
20138,21541,7
20138,21542,7
20138,21543,7
20138,21544,7
20138,21546,7
20138,21547,7
20138,21549,7
20138,21550,7
20138,21551,7
20138,21552,7
20138,21553,7
20138,21554,0.5
20138,21555,7
20138,21556,7
20138,21557,7
20138,21558,7
20138,21559,7
20138,21560,7
20138,21561,7
20138,21562,7
20138,21563,7
20138,21564,7
20138,21565,7
20138,21700,7
20138,21701,7
20138,21702,7
20138,21704,7
20138,21705,7
20138,21708,7
20138,21710,7
20138,21714,7
20138,21716,7
20138,21717,7
20138,21718,7
20138,21719,7
20138,21720,7
20138,21721,7
20138,21724,7
20138,21725,7
20138,21727,7
20138,21731,7
20138,21733,7
20138,21734,7
20138,21735,7
20138,21737,7
20138,21742,7
20138,21744,7
20138,21745,7
20138,21748,7
20138,21749,7
20138,21750,3
20138,21751,3
20138,21752,3
20138,21753,2.5
20138,21755,3
20138,29127,4
20138,29143,7
20138,29321,7
20138,29323,7
20138,29346,2
20138,29375,7
20138,29378,0.5
20138,29393,7
20138,29539,7
20138,29541,7
20138,29546,5
20138,29550,7
20138,29565,7
20138,29572,7
20138,29587,1.5
20138,29588,2
20138,29701,7
20138,29717,0.5
20138,29718,7
20138,29759,7
20138,29760,7
20138,29762,7
20138,29769,1
20138,29910,7
20138,29932,7
20138,31102,7
20138,31103,1
20138,39305,2
20138,39308,7
20139,14066,7
20139,14657,7
20139,14854,7
20139,14863,7
20139,15085,7
20139,15444,2
20139,15445,7
20139,15446,7
20139,15455,7
20139,15621,7
20139,15634,7
20139,20107,7
20139,20124,7
20139,20130,4
20139,20134,6
20139,20136,1
20139,20138,7
20139,20301,7
20139,20304,4
20139,20307,7
20139,20316,7
20139,20325,6
20139,20337,7
20139,20342,7
20139,20344,7
20139,20346,4
20139,20351,7
20139,20352,7
20139,20355,7
20139,20356,7
20139,20357,7
20139,20501,1
20139,20505,2
20139,20508,4
20139,20518,7
20139,20521,7
20139,20522,7
20139,20526,7
20139,20527,7
20139,20528,7
20139,20530,7
20139,20531,7
20139,20532,7
20139,20533,2
20139,20535,7
20139,20536,6.5
20139,20703,7
20139,20704,7
20139,20709,7
20139,20715,7
20139,20725,7
20139,20726,1
20139,20729,7
20139,20738,7
20139,20755,7
20139,20756,7
20139,20758,7
20139,20759,5.5
20139,20903,7
20139,20906,6
20139,20909,7
20139,20910,7
20139,20915,7
20139,20916,7
20139,20924,7
20139,20925,7
20139,20926,7
20139,20929,7
20139,20941,0.5
20139,20944,0.5
20139,20946,6
20139,20947,7
20139,20948,7
20139,20949,4
20139,20962,7
20139,20963,7
20139,21101,7
20139,21103,6.5
20139,21105,7
20139,21106,7
20139,21108,7
20139,21109,7
20139,21110,0.5
20139,21111,7
20139,21116,7
20139,21117,7
20139,21122,7
20139,21123,7
20139,21125,7
20139,21128,7
20139,21129,7
20139,21131,7
20139,21132,7
20139,21135,7
20139,21139,7
20139,21142,7
20139,21143,7
20139,21148,7
20139,21149,7
20139,21150,7
20139,21162,7
20139,21163,7
20139,21164,7
20139,21165,7
20139,21167,6
20139,21168,6
20139,21170,7
20139,21171,6
20139,21174,7
20139,21175,7
20139,21176,2
20139,21177,6
20139,21178,7
20139,21179,7
20139,21180,7
20139,21182,7
20139,21184,7
20139,21187,7
20139,21188,7
20139,21189,7
20139,21191,7
20139,21192,7
20139,21193,7
20139,21196,7
20139,21198,0.5
20139,21302,7
20139,21303,0.5
20139,21305,7
20139,21307,7
20139,21317,7
20139,21318,7
20139,21323,7
20139,21324,1
20139,21328,7
20139,21330,7
20139,21331,7
20139,21332,7
20139,21333,7
20139,21337,7
20139,21345,7
20139,21346,7
20139,21347,7
20139,21348,7
20139,21349,7
20139,21350,7
20139,21351,7
20139,21353,6.5
20139,21354,7
20139,21355,7
20139,21356,7
20139,21357,6
20139,21358,1
20139,21359,7
20139,21360,7
20139,21364,7
20139,21365,0.5
20139,21367,7
20139,21373,7
20139,21376,7
20139,21500,7
20139,21501,7
20139,21503,7
20139,21505,7
20139,21507,0.5
20139,21509,7
20139,21510,7
20139,21512,7
20139,21513,7
20139,21514,7
20139,21515,7
20139,21516,7
20139,21519,7
20139,21520,7
20139,21521,7
20139,21522,7
20139,21523,7
20139,21524,7
20139,21526,7
20139,21527,7
20139,21528,7
20139,21531,7
20139,21532,2
20139,21537,7
20139,21539,7
20139,21541,7
20139,21542,7
20139,21543,7
20139,21544,7
20139,21546,7
20139,21547,7
20139,21549,7
20139,21550,7
20139,21551,7
20139,21552,7
20139,21553,7
20139,21554,0.5
20139,21555,7
20139,21556,7
20139,21557,7
20139,21558,7
20139,21559,7
20139,21560,7
20139,21561,7
20139,21562,7
20139,21563,7
20139,21564,7
20139,21565,7
20139,21700,7
20139,21701,7
20139,21702,7
20139,21704,7
20139,21705,7
20139,21708,7
20139,21710,7
20139,21714,7
20139,21716,7
20139,21717,7
20139,21718,7
20139,21719,7
20139,21720,7
20139,21721,7
20139,21724,7
20139,21725,7
20139,21727,7
20139,21731,7
20139,21733,7
20139,21734,7
20139,21735,7
20139,21737,7
20139,21742,7
20139,21744,7
20139,21745,7
20139,21748,7
20139,21749,7
20139,21750,3
20139,21751,3
20139,21752,3
20139,21753,2.5
20139,21755,3
20139,29127,4
20139,29143,7
20139,29321,7
20139,29323,7
20139,29346,2
20139,29375,7
20139,29378,0.5
20139,29393,7
20139,29539,7
20139,29541,7
20139,29546,5
20139,29550,7
20139,29565,7
20139,29572,7
20139,29587,1.5
20139,29588,2
20139,29701,7
20139,29717,0.5
20139,29718,7
20139,29759,7
20139,29760,7
20139,29762,7
20139,29769,1
20139,29910,7
20139,29932,7
20139,31102,7
20139,31103,1
20139,39305,2
20139,39308,7
20145,10713,4
20145,14263,7
20145,14873,7
20145,15019,7
20145,15029,7
20145,15033,7
20145,15124,7
20145,15410,7
20145,15431,7
20145,15438,7
20145,15444,5
20145,15448,7
20145,15454,7
20145,15603,7
20145,15612,7
20145,15616,7
20145,20104,7
20145,20108,7
20145,20119,7
20145,20122,7
20145,20134,1
20145,20136,6
20145,20147,7
20145,20305,7
20145,20310,7
20145,20321,7
20145,20325,1
20145,20329,7
20145,20340,7
20145,20343,7
20145,20501,6
20145,20504,7
20145,20505,2
20145,20508,3
20145,20517,7
20145,20519,7
20145,20529,7
20145,20533,5
20145,20536,0.5
20145,20537,7
20145,20538,7
20145,20542,7
20145,20702,7
20145,20705,7
20145,20706,7
20145,20708,7
20145,20712,7
20145,20720,7
20145,20723,7
20145,20724,7
20145,20726,6
20145,20727,7
20145,20731,7
20145,20733,7
20145,20748,7
20145,20749,7
20145,20750,7
20145,20754,7
20145,20757,7
20145,20759,1.5
20145,20762,7
20145,20904,7
20145,20906,1
20145,20907,7
20145,20920,7
20145,20927,7
20145,20932,7
20145,20934,7
20145,20941,6.5
20145,20944,6.5
20145,20946,1
20145,20952,7
20145,20954,7
20145,20955,7
20145,20958,7
20145,20959,7
20145,21102,7
20145,21103,0.5
20145,21110,6.5
20145,21118,7
20145,21124,7
20145,21137,7
20145,21140,7
20145,21167,1
20145,21168,1
20145,21171,1
20145,21172,7
20145,21176,2
20145,21177,1
20145,21198,6.5
20145,21300,7
20145,21303,6.5
20145,21304,7
20145,21306,7
20145,21308,7
20145,21309,7
20145,21311,7
20145,21312,7
20145,21313,7
20145,21314,7
20145,21315,7
20145,21316,7
20145,21321,7
20145,21324,6
20145,21326,7
20145,21329,7
20145,21334,7
20145,21335,7
20145,21340,7
20145,21341,7
20145,21342,7
20145,21343,7
20145,21344,7
20145,21352,7
20145,21353,0.5
20145,21357,1
20145,21358,6
20145,21361,7
20145,21362,7
20145,21365,6.5
20145,21366,7
20145,21368,7
20145,21369,7
20145,21370,7
20145,21371,7
20145,21372,7
20145,21375,7
20145,21502,7
20145,21504,7
20145,21506,7
20145,21507,6.5
20145,21508,7
20145,21525,7
20145,21529,7
20145,21530,7
20145,21532,2
20145,21536,7
20145,21538,7
20145,21540,7
20145,21545,7
20145,21548,7
20145,21554,6.5
20145,21566,7
20145,21703,7
20145,21706,7
20145,21707,7
20145,21709,7
20145,21711,7
20145,21712,7
20145,21713,7
20145,21715,7
20145,21722,7
20145,21723,7
20145,21726,7
20145,21728,7
20145,21729,7
20145,21730,7
20145,21732,7
20145,21736,7
20145,21738,7
20145,21739,7
20145,21740,7
20145,21741,7
20145,21743,7
20145,21746,7
20145,21747,7
20145,21753,0.5
20145,21754,3
20145,29106,7
20145,29109,7
20145,29127,3
20145,29134,7
20145,29312,7
20145,29317,7
20145,29337,7
20145,29339,7
20145,29346,5
20145,29348,7
20145,29368,7
20145,29377,7
20145,29378,6.5
20145,29379,7
20145,29504,7
20145,29546,2
20145,29561,7
20145,29571,7
20145,29573,7
20145,29587,5.5
20145,29588,5
20145,29707,7
20145,29710,7
20145,29717,6.5
20145,29729,7
20145,29741,7
20145,29768,7
20145,29769,6
20145,29776,7
20145,29777,7
20145,29778,7
20145,29901,7
20145,29903,7
20145,29908,7
20145,29911,7
20145,29919,7
20145,29925,7
20145,31101,7
20145,31103,6
20145,39301,7
20145,39304,7
20145,39305,5
20145,39307,7
20147,10713,4
20147,14263,7
20147,14873,7
20147,15019,7
20147,15029,7
20147,15033,7
20147,15124,7
20147,15410,7
20147,15431,7
20147,15438,7
20147,15444,5
20147,15448,7
20147,15454,7
20147,15603,7
20147,15612,7
20147,15616,7
20147,20104,7
20147,20108,7
20147,20119,7
20147,20122,7
20147,20134,1
20147,20136,6
20147,20145,7
20147,20305,7
20147,20310,7
20147,20321,7
20147,20325,1
20147,20329,7
20147,20340,7
20147,20343,7
20147,20501,6
20147,20504,7
20147,20505,2
20147,20508,3
20147,20517,7
20147,20519,7
20147,20529,7
20147,20533,5
20147,20536,0.5
20147,20537,7
20147,20538,7
20147,20542,7
20147,20702,7
20147,20705,7
20147,20706,7
20147,20708,7
20147,20712,7
20147,20720,7
20147,20723,7
20147,20724,7
20147,20726,6
20147,20727,7
20147,20731,7
20147,20733,7
20147,20748,7
20147,20749,7
20147,20750,7
20147,20754,7
20147,20757,7
20147,20759,1.5
20147,20762,7
20147,20904,7
20147,20906,1
20147,20907,7
20147,20920,7
20147,20927,7
20147,20932,7
20147,20934,7
20147,20941,6.5
20147,20944,6.5
20147,20946,1
20147,20952,7
20147,20954,7
20147,20955,7
20147,20958,7
20147,20959,7
20147,21102,7
20147,21103,0.5
20147,21110,6.5
20147,21118,7
20147,21124,7
20147,21137,7
20147,21140,7
20147,21167,1
20147,21168,1
20147,21171,1
20147,21172,7
20147,21176,2
20147,21177,1
20147,21198,6.5
20147,21300,7
20147,21303,6.5
20147,21304,7
20147,21306,7
20147,21308,7
20147,21309,7
20147,21311,7
20147,21312,7
20147,21313,7
20147,21314,7
20147,21315,7
20147,21316,7
20147,21321,7
20147,21324,6
20147,21326,7
20147,21329,7
20147,21334,7
20147,21335,7
20147,21340,7
20147,21341,7
20147,21342,7
20147,21343,7
20147,21344,7
20147,21352,7
20147,21353,0.5
20147,21357,1
20147,21358,6
20147,21361,7
20147,21362,7
20147,21365,6.5
20147,21366,7
20147,21368,7
20147,21369,7
20147,21370,7
20147,21371,7
20147,21372,7
20147,21375,7
20147,21502,7
20147,21504,7
20147,21506,7
20147,21507,6.5
20147,21508,7
20147,21525,7
20147,21529,7
20147,21530,7
20147,21532,2
20147,21536,7
20147,21538,7
20147,21540,7
20147,21545,7
20147,21548,7
20147,21554,6.5
20147,21566,7
20147,21703,7
20147,21706,7
20147,21707,7
20147,21709,7
20147,21711,7
20147,21712,7
20147,21713,7
20147,21715,7
20147,21722,7
20147,21723,7
20147,21726,7
20147,21728,7
20147,21729,7
20147,21730,7
20147,21732,7
20147,21736,7
20147,21738,7
20147,21739,7
20147,21740,7
20147,21741,7
20147,21743,7
20147,21746,7
20147,21747,7
20147,21753,0.5
20147,21754,3
20147,29106,7
20147,29109,7
20147,29127,3
20147,29134,7
20147,29312,7
20147,29317,7
20147,29337,7
20147,29339,7
20147,29346,5
20147,29348,7
20147,29368,7
20147,29377,7
20147,29378,6.5
20147,29379,7
20147,29504,7
20147,29546,2
20147,29561,7
20147,29571,7
20147,29573,7
20147,29587,5.5
20147,29588,5
20147,29707,7
20147,29710,7
20147,29717,6.5
20147,29729,7
20147,29741,7
20147,29768,7
20147,29769,6
20147,29776,7
20147,29777,7
20147,29778,7
20147,29901,7
20147,29903,7
20147,29908,7
20147,29911,7
20147,29919,7
20147,29925,7
20147,31101,7
20147,31103,6
20147,39301,7
20147,39304,7
20147,39305,5
20147,39307,7
20301,14066,7
20301,14657,7
20301,14854,7
20301,14863,7
20301,15085,7
20301,15444,2
20301,15445,7
20301,15446,7
20301,15455,7
20301,15621,7
20301,15634,7
20301,20107,7
20301,20124,7
20301,20130,4
20301,20134,6
20301,20136,1
20301,20138,7
20301,20139,7
20301,20304,4
20301,20307,7
20301,20316,7
20301,20325,6
20301,20337,7
20301,20342,7
20301,20344,7
20301,20346,4
20301,20351,7
20301,20352,7
20301,20355,7
20301,20356,7
20301,20357,7
20301,20501,1
20301,20505,2
20301,20508,4
20301,20518,7
20301,20521,7
20301,20522,7
20301,20526,7
20301,20527,7
20301,20528,7
20301,20530,7
20301,20531,7
20301,20532,7
20301,20533,2
20301,20535,7
20301,20536,6.5
20301,20703,7
20301,20704,7
20301,20709,7
20301,20715,7
20301,20725,7
20301,20726,1
20301,20729,7
20301,20738,7
20301,20755,7
20301,20756,7
20301,20758,7
20301,20759,5.5
20301,20903,7
20301,20906,6
20301,20909,7
20301,20910,7
20301,20915,7
20301,20916,7
20301,20924,7
20301,20925,7
20301,20926,7
20301,20929,7
20301,20941,0.5
20301,20944,0.5
20301,20946,6
20301,20947,7
20301,20948,7
20301,20949,4
20301,20962,7
20301,20963,7
20301,21101,7
20301,21103,6.5
20301,21105,7
20301,21106,7
20301,21108,7
20301,21109,7
20301,21110,0.5
20301,21111,7
20301,21116,7
20301,21117,7
20301,21122,7
20301,21123,7
20301,21125,7
20301,21128,7
20301,21129,7
20301,21131,7
20301,21132,7
20301,21135,7
20301,21139,7
20301,21142,7
20301,21143,7
20301,21148,7
20301,21149,7
20301,21150,7
20301,21162,7
20301,21163,7
20301,21164,7
20301,21165,7
20301,21167,6
20301,21168,6
20301,21170,7
20301,21171,6
20301,21174,7
20301,21175,7
20301,21176,2
20301,21177,6
20301,21178,7
20301,21179,7
20301,21180,7
20301,21182,7
20301,21184,7
20301,21187,7
20301,21188,7
20301,21189,7
20301,21191,7
20301,21192,7
20301,21193,7
20301,21196,7
20301,21198,0.5
20301,21302,7
20301,21303,0.5
20301,21305,7
20301,21307,7
20301,21317,7
20301,21318,7
20301,21323,7
20301,21324,1
20301,21328,7
20301,21330,7
20301,21331,7
20301,21332,7
20301,21333,7
20301,21337,7
20301,21345,7
20301,21346,7
20301,21347,7
20301,21348,7
20301,21349,7
20301,21350,7
20301,21351,7
20301,21353,6.5
20301,21354,7
20301,21355,7
20301,21356,7
20301,21357,6
20301,21358,1
20301,21359,7
20301,21360,7
20301,21364,7
20301,21365,0.5
20301,21367,7
20301,21373,7
20301,21376,7
20301,21500,7
20301,21501,7
20301,21503,7
20301,21505,7
20301,21507,0.5
20301,21509,7
20301,21510,7
20301,21512,7
20301,21513,7
20301,21514,7
20301,21515,7
20301,21516,7
20301,21519,7
20301,21520,7
20301,21521,7
20301,21522,7
20301,21523,7
20301,21524,7
20301,21526,7
20301,21527,7
20301,21528,7
20301,21531,7
20301,21532,2
20301,21537,7
20301,21539,7
20301,21541,7
20301,21542,7
20301,21543,7
20301,21544,7
20301,21546,7
20301,21547,7
20301,21549,7
20301,21550,7
20301,21551,7
20301,21552,7
20301,21553,7
20301,21554,0.5
20301,21555,7
20301,21556,7
20301,21557,7
20301,21558,7
20301,21559,7
20301,21560,7
20301,21561,7
20301,21562,7
20301,21563,7
20301,21564,7
20301,21565,7
20301,21700,7
20301,21701,7
20301,21702,7
20301,21704,7
20301,21705,7
20301,21708,7
20301,21710,7
20301,21714,7
20301,21716,7
20301,21717,7
20301,21718,7
20301,21719,7
20301,21720,7
20301,21721,7
20301,21724,7
20301,21725,7
20301,21727,7
20301,21731,7
20301,21733,7
20301,21734,7
20301,21735,7
20301,21737,7
20301,21742,7
20301,21744,7
20301,21745,7
20301,21748,7
20301,21749,7
20301,21750,3
20301,21751,3
20301,21752,3
20301,21753,2.5
20301,21755,3
20301,29127,4
20301,29143,7
20301,29321,7
20301,29323,7
20301,29346,2
20301,29375,7
20301,29378,0.5
20301,29393,7
20301,29539,7
20301,29541,7
20301,29546,5
20301,29550,7
20301,29565,7
20301,29572,7
20301,29587,1.5
20301,29588,2
20301,29701,7
20301,29717,0.5
20301,29718,7
20301,29759,7
20301,29760,7
20301,29762,7
20301,29769,1
20301,29910,7
20301,29932,7
20301,31102,7
20301,31103,1
20301,39305,2
20301,39308,7
20304,14066,4
20304,14657,4
20304,14854,4
20304,14863,4
20304,15085,4
20304,15444,2
20304,15445,4
20304,15446,4
20304,15455,4
20304,15621,4
20304,15634,4
20304,20107,4
20304,20124,4
20304,20130,4
20304,20134,5
20304,20138,4
20304,20139,4
20304,20301,4
20304,20307,4
20304,20316,4
20304,20325,4
20304,20337,4
20304,20342,4
20304,20344,4
20304,20346,4
20304,20351,4
20304,20352,4
20304,20355,4
20304,20356,4
20304,20357,4
20304,20501,1
20304,20505,2
20304,20508,2
20304,20518,4
20304,20521,4
20304,20522,4
20304,20526,4
20304,20527,4
20304,20528,4
20304,20530,4
20304,20531,4
20304,20532,4
20304,20533,1
20304,20535,4
20304,20536,4.5
20304,20703,4
20304,20704,4
20304,20709,4
20304,20715,4
20304,20725,4
20304,20729,4
20304,20738,4
20304,20755,4
20304,20756,4
20304,20758,4
20304,20759,5.5
20304,20903,4
20304,20906,3
20304,20909,4
20304,20910,4
20304,20915,4
20304,20916,4
20304,20924,4
20304,20925,4
20304,20926,4
20304,20929,4
20304,20941,0.5
20304,20944,0.5
20304,20946,5
20304,20947,4
20304,20948,4
20304,20949,4
20304,20962,4
20304,20963,4
20304,21101,4
20304,21103,4.5
20304,21105,4
20304,21106,4
20304,21108,4
20304,21109,4
20304,21110,0.5
20304,21111,4
20304,21116,4
20304,21117,4
20304,21122,4
20304,21123,4
20304,21125,4
20304,21128,4
20304,21129,4
20304,21131,4
20304,21132,4
20304,21135,4
20304,21139,4
20304,21142,4
20304,21143,4
20304,21148,4
20304,21149,4
20304,21150,4
20304,21162,4
20304,21163,4
20304,21164,4
20304,21165,4
20304,21167,5
20304,21168,5
20304,21170,4
20304,21171,5
20304,21174,4
20304,21175,4
20304,21176,2
20304,21177,5
20304,21178,4
20304,21179,4
20304,21180,4
20304,21182,4
20304,21184,4
20304,21187,4
20304,21188,4
20304,21189,4
20304,21191,4
20304,21192,4
20304,21193,4
20304,21196,4
20304,21198,0.5
20304,21302,4
20304,21303,0.5
20304,21305,4
20304,21307,4
20304,21317,4
20304,21318,4
20304,21323,4
20304,21324,1
20304,21328,4
20304,21330,4
20304,21331,4
20304,21332,4
20304,21333,4
20304,21337,4
20304,21345,4
20304,21346,4
20304,21347,4
20304,21348,4
20304,21349,4
20304,21350,4
20304,21351,4
20304,21353,3.5
20304,21354,4
20304,21355,4
20304,21356,4
20304,21357,5
20304,21359,4
20304,21360,4
20304,21364,4
20304,21365,0.5
20304,21367,4
20304,21373,4
20304,21376,4
20304,21500,4
20304,21501,4
20304,21503,4
20304,21505,4
20304,21507,0.5
20304,21509,4
