from,to,weight
29707,20946,1
29707,20952,7
29707,20954,7
29707,20955,7
29707,20958,7
29707,20959,7
29707,21102,7
29707,21103,0.5
29707,21110,6.5
29707,21118,7
29707,21124,7
29707,21137,7
29707,21140,7
29707,21167,1
29707,21168,1
29707,21171,1
29707,21172,7
29707,21176,2
29707,21177,1
29707,21198,6.5
29707,21300,7
29707,21303,6.5
29707,21304,7
29707,21306,7
29707,21308,7
29707,21309,7
29707,21311,7
29707,21312,7
29707,21313,7
29707,21314,7
29707,21315,7
29707,21316,7
29707,21321,7
29707,21324,6
29707,21326,7
29707,21329,7
29707,21334,7
29707,21335,7
29707,21340,7
29707,21341,7
29707,21342,7
29707,21343,7
29707,21344,7
29707,21352,7
29707,21353,0.5
29707,21357,1
29707,21358,6
29707,21361,7
29707,21362,7
29707,21365,6.5
29707,21366,7
29707,21368,7
29707,21369,7
29707,21370,7
29707,21371,7
29707,21372,7
29707,21375,7
29707,21502,7
29707,21504,7
29707,21506,7
29707,21507,6.5
29707,21508,7
29707,21525,7
29707,21529,7
29707,21530,7
29707,21532,2
29707,21536,7
29707,21538,7
29707,21540,7
29707,21545,7
29707,21548,7
29707,21554,6.5
29707,21566,7
29707,21703,7
29707,21706,7
29707,21707,7
29707,21709,7
29707,21711,7
29707,21712,7
29707,21713,7
29707,21715,7
29707,21722,7
29707,21723,7
29707,21726,7
29707,21728,7
29707,21729,7
29707,21730,7
29707,21732,7
29707,21736,7
29707,21738,7
29707,21739,7
29707,21740,7
29707,21741,7
29707,21743,7
29707,21746,7
29707,21747,7
29707,21753,0.5
29707,21754,3
29707,29106,7
29707,29109,7
29707,29127,3
29707,29134,7
29707,29312,7
29707,29317,7
29707,29337,7
29707,29339,7
29707,29346,5
29707,29348,7
29707,29368,7
29707,29377,7
29707,29378,6.5
29707,29379,7
29707,29504,7
29707,29546,2
29707,29561,7
29707,29571,7
29707,29573,7
29707,29587,5.5
29707,29588,5
29707,29710,7
29707,29717,6.5
29707,29729,7
29707,29741,7
29707,29768,7
29707,29769,6
29707,29776,7
29707,29777,7
29707,29778,7
29707,29901,7
29707,29903,7
29707,29908,7
29707,29911,7
29707,29919,7
29707,29925,7
29707,31101,7
29707,31103,6
29707,39301,7
29707,39304,7
29707,39305,5
29707,39307,7
29710,10713,4
29710,14263,7
29710,14873,7
29710,15019,7
29710,15029,7
29710,15033,7
29710,15124,7
29710,15410,7
29710,15431,7
29710,15438,7
29710,15444,5
29710,15448,7
29710,15454,7
29710,15603,7
29710,15612,7
29710,15616,7
29710,20104,7
29710,20108,7
29710,20119,7
29710,20122,7
29710,20134,1
29710,20136,6
29710,20145,7
29710,20147,7
29710,20305,7
29710,20310,7
29710,20321,7
29710,20325,1
29710,20329,7
29710,20340,7
29710,20343,7
29710,20501,6
29710,20504,7
29710,20505,2
29710,20508,3
29710,20517,7
29710,20519,7
29710,20529,7
29710,20533,5
29710,20536,0.5
29710,20537,7
29710,20538,7
29710,20542,7
29710,20702,7
29710,20705,7
29710,20706,7
29710,20708,7
29710,20712,7
29710,20720,7
29710,20723,7
29710,20724,7
29710,20726,6
29710,20727,7
29710,20731,7
29710,20733,7
29710,20748,7
29710,20749,7
29710,20750,7
29710,20754,7
29710,20757,7
29710,20759,1.5
29710,20762,7
29710,20904,7
29710,20906,1
29710,20907,7
29710,20920,7
29710,20927,7
29710,20932,7
29710,20934,7
29710,20941,6.5
29710,20944,6.5
29710,20946,1
29710,20952,7
29710,20954,7
29710,20955,7
29710,20958,7
29710,20959,7
29710,21102,7
29710,21103,0.5
29710,21110,6.5
29710,21118,7
29710,21124,7
29710,21137,7
29710,21140,7
29710,21167,1
29710,21168,1
29710,21171,1
29710,21172,7
29710,21176,2
29710,21177,1
29710,21198,6.5
29710,21300,7
29710,21303,6.5
29710,21304,7
29710,21306,7
29710,21308,7
29710,21309,7
29710,21311,7
29710,21312,7
29710,21313,7
29710,21314,7
29710,21315,7
29710,21316,7
29710,21321,7
29710,21324,6
29710,21326,7
29710,21329,7
29710,21334,7
29710,21335,7
29710,21340,7
29710,21341,7
29710,21342,7
29710,21343,7
29710,21344,7
29710,21352,7
29710,21353,0.5
29710,21357,1
29710,21358,6
29710,21361,7
29710,21362,7
29710,21365,6.5
29710,21366,7
29710,21368,7
29710,21369,7
29710,21370,7
29710,21371,7
29710,21372,7
29710,21375,7
29710,21502,7
29710,21504,7
29710,21506,7
29710,21507,6.5
29710,21508,7
29710,21525,7
29710,21529,7
29710,21530,7
29710,21532,2
29710,21536,7
29710,21538,7
29710,21540,7
29710,21545,7
29710,21548,7
29710,21554,6.5
29710,21566,7
29710,21703,7
29710,21706,7
29710,21707,7
29710,21709,7
29710,21711,7
29710,21712,7
29710,21713,7
29710,21715,7
29710,21722,7
29710,21723,7
29710,21726,7
29710,21728,7
29710,21729,7
29710,21730,7
29710,21732,7
29710,21736,7
29710,21738,7
29710,21739,7
29710,21740,7
29710,21741,7
29710,21743,7
29710,21746,7
29710,21747,7
29710,21753,0.5
29710,21754,3
29710,29106,7
29710,29109,7
29710,29127,3
29710,29134,7
29710,29312,7
29710,29317,7
29710,29337,7
29710,29339,7
29710,29346,5
29710,29348,7
29710,29368,7
29710,29377,7
29710,29378,6.5
29710,29379,7
29710,29504,7
29710,29546,2
29710,29561,7
29710,29571,7
29710,29573,7
29710,29587,5.5
29710,29588,5
29710,29707,7
29710,29717,6.5
29710,29729,7
29710,29741,7
29710,29768,7
29710,29769,6
29710,29776,7
29710,29777,7
29710,29778,7
29710,29901,7
29710,29903,7
29710,29908,7
29710,29911,7
29710,29919,7
29710,29925,7
29710,31101,7
29710,31103,6
29710,39301,7
29710,39304,7
29710,39305,5
29710,39307,7
29717,10713,4.5
29717,14066,0.5
29717,14263,6.5
29717,14657,0.5
29717,14854,0.5
29717,14863,0.5
29717,14873,6.5
29717,15019,6.5
29717,15029,6.5
29717,15033,6.5
29717,15085,0.5
29717,15124,6.5
29717,15410,6.5
29717,15431,6.5
29717,15438,6.5
29717,15444,4.5
29717,15445,0.5
29717,15446,0.5
29717,15448,6.5
29717,15454,6.5
29717,15455,0.5
29717,15603,6.5
29717,15612,6.5
29717,15616,6.5
29717,15621,0.5
29717,15634,0.5
29717,20104,6.5
29717,20107,0.5
29717,20108,6.5
29717,20119,6.5
29717,20122,6.5
29717,20124,0.5
29717,20130,0.5
29717,20134,1.5
29717,20136,6.5
29717,20138,0.5
29717,20139,0.5
29717,20145,6.5
29717,20147,6.5
29717,20301,0.5
29717,20304,0.5
29717,20305,6.5
29717,20307,0.5
29717,20310,6.5
29717,20316,0.5
29717,20321,6.5
29717,20325,1.5
29717,20329,6.5
29717,20337,0.5
29717,20340,6.5
29717,20342,0.5
29717,20343,6.5
29717,20344,0.5
29717,20346,0.5
29717,20351,0.5
29717,20352,0.5
29717,20355,0.5
29717,20356,0.5
29717,20357,0.5
29717,20501,5.5
29717,20504,6.5
29717,20505,2.5
29717,20508,3.5
29717,20517,6.5
29717,20518,0.5
29717,20519,6.5
29717,20521,0.5
29717,20522,0.5
29717,20526,0.5
29717,20527,0.5
29717,20528,0.5
29717,20529,6.5
29717,20530,0.5
29717,20531,0.5
29717,20532,0.5
29717,20533,5.5
29717,20535,0.5
29717,20536,0.5
29717,20537,6.5
29717,20538,6.5
29717,20542,6.5
29717,20702,6.5
29717,20703,0.5
29717,20704,0.5
29717,20705,6.5
29717,20706,6.5
29717,20708,6.5
29717,20709,0.5
29717,20712,6.5
29717,20715,0.5
29717,20720,6.5
29717,20723,6.5
29717,20724,6.5
29717,20725,0.5
29717,20726,6.5
29717,20727,6.5
29717,20729,0.5
29717,20731,6.5
29717,20733,6.5
29717,20738,0.5
29717,20748,6.5
29717,20749,6.5
29717,20750,6.5
29717,20754,6.5
29717,20755,0.5
29717,20756,0.5
29717,20757,6.5
29717,20758,0.5
29717,20759,1.5
29717,20762,6.5
29717,20903,0.5
29717,20904,6.5
29717,20906,1.5
29717,20907,6.5
29717,20909,0.5
29717,20910,0.5
29717,20915,0.5
29717,20916,0.5
29717,20920,6.5
29717,20924,0.5
29717,20925,0.5
29717,20926,0.5
29717,20927,6.5
29717,20929,0.5
29717,20932,6.5
29717,20934,6.5
29717,20941,6.5
29717,20944,6
29717,20946,1.5
29717,20947,0.5
29717,20948,0.5
29717,20949,0.5
29717,20952,6.5
29717,20954,6.5
29717,20955,6.5
29717,20958,6.5
29717,20959,6.5
29717,20962,0.5
29717,20963,0.5
29717,21101,0.5
29717,21102,6.5
29717,21103,1
29717,21105,0.5
29717,21106,0.5
29717,21108,0.5
29717,21109,0.5
29717,21110,6.5
29717,21111,0.5
29717,21116,0.5
29717,21117,0.5
29717,21118,6.5
29717,21122,0.5
29717,21123,0.5
29717,21124,6.5
29717,21125,0.5
29717,21128,0.5
29717,21129,0.5
29717,21131,0.5
29717,21132,0.5
29717,21135,0.5
29717,21137,6.5
29717,21139,0.5
29717,21140,6.5
29717,21142,0.5
29717,21143,0.5
29717,21148,0.5
29717,21149,0.5
29717,21150,0.5
29717,21162,0.5
29717,21163,0.5
29717,21164,0.5
29717,21165,0.5
29717,21167,1.5
29717,21168,1.5
29717,21170,0.5
29717,21171,1.5
29717,21172,6.5
29717,21174,0.5
29717,21175,0.5
29717,21176,2.5
29717,21177,1.5
29717,21178,0.5
29717,21179,0.5
29717,21180,0.5
29717,21182,0.5
29717,21184,0.5
29717,21187,0.5
29717,21188,0.5
29717,21189,0.5
29717,21191,0.5
29717,21192,0.5
29717,21193,0.5
29717,21196,0.5
29717,21198,6
29717,21300,6.5
29717,21302,0.5
29717,21303,6
29717,21304,6.5
29717,21305,0.5
29717,21306,6.5
29717,21307,0.5
29717,21308,6.5
29717,21309,6.5
29717,21311,6.5
29717,21312,6.5
29717,21313,6.5
29717,21314,6.5
29717,21315,6.5
29717,21316,6.5
29717,21317,0.5
29717,21318,0.5
29717,21321,6.5
29717,21323,0.5
29717,21324,5.5
29717,21326,6.5
29717,21328,0.5
29717,21329,6.5
29717,21330,0.5
29717,21331,0.5
29717,21332,0.5
29717,21333,0.5
29717,21334,6.5
29717,21335,6.5
29717,21337,0.5
29717,21340,6.5
29717,21341,6.5
29717,21342,6.5
29717,21343,6.5
29717,21344,6.5
29717,21345,0.5
29717,21346,0.5
29717,21347,0.5
29717,21348,0.5
29717,21349,0.5
29717,21350,0.5
29717,21351,0.5
29717,21352,6.5
29717,21353,1
29717,21354,0.5
29717,21355,0.5
29717,21356,0.5
29717,21357,1.5
29717,21358,6.5
29717,21359,0.5
29717,21360,0.5
29717,21361,6.5
29717,21362,6.5
29717,21364,0.5
29717,21365,6
29717,21366,6.5
29717,21367,0.5
29717,21368,6.5
29717,21369,6.5
29717,21370,6.5
29717,21371,6.5
29717,21372,6.5
29717,21373,0.5
29717,21375,6.5
29717,21376,0.5
29717,21500,0.5
29717,21501,0.5
29717,21502,6.5
29717,21503,0.5
29717,21504,6.5
29717,21505,0.5
29717,21506,6.5
29717,21507,6
29717,21508,6.5
29717,21509,0.5
29717,21510,0.5
29717,21512,0.5
29717,21513,0.5
29717,21514,0.5
29717,21515,0.5
29717,21516,0.5
29717,21519,0.5
29717,21520,0.5
29717,21521,0.5
29717,21522,0.5
29717,21523,0.5
29717,21524,0.5
29717,21525,6.5
29717,21526,0.5
29717,21527,0.5
29717,21528,0.5
29717,21529,6.5
29717,21530,6.5
29717,21531,0.5
29717,21532,2.5
29717,21536,6.5
29717,21537,0.5
29717,21538,6.5
29717,21539,0.5
29717,21540,6.5
29717,21541,0.5
29717,21542,0.5
29717,21543,0.5
29717,21544,0.5
29717,21545,6.5
29717,21546,0.5
29717,21547,0.5
29717,21548,6.5
29717,21549,0.5
29717,21550,0.5
29717,21551,0.5
29717,21552,0.5
29717,21553,0.5
29717,21554,6
29717,21555,0.5
29717,21556,0.5
29717,21557,0.5
29717,21558,0.5
29717,21559,0.5
29717,21560,0.5
29717,21561,0.5
29717,21562,0.5
29717,21563,0.5
29717,21564,0.5
29717,21565,0.5
29717,21566,6.5
29717,21700,0.5
29717,21701,0.5
29717,21702,0.5
29717,21703,6.5
29717,21704,0.5
29717,21705,0.5
29717,21706,6.5
29717,21707,6.5
29717,21708,0.5
29717,21709,6.5
29717,21710,0.5
29717,21711,6.5
29717,21712,6.5
29717,21713,6.5
29717,21714,0.5
29717,21715,6.5
29717,21716,0.5
29717,21717,0.5
29717,21718,0.5
29717,21719,0.5
29717,21720,0.5
29717,21721,0.5
29717,21722,6.5
29717,21723,6.5
29717,21724,0.5
29717,21725,0.5
29717,21726,6.5
29717,21727,0.5
29717,21728,6.5
29717,21729,6.5
29717,21730,6.5
29717,21731,0.5
29717,21732,6.5
29717,21733,0.5
29717,21734,0.5
29717,21735,0.5
29717,21736,6.5
29717,21737,0.5
29717,21738,6.5
29717,21739,6.5
29717,21740,6.5
29717,21741,6.5
29717,21742,0.5
29717,21743,6.5
29717,21744,0.5
29717,21745,0.5
29717,21746,6.5
29717,21747,6.5
29717,21748,0.5
29717,21749,0.5
29717,21750,0.5
29717,21751,0.5
29717,21752,0.5
29717,21753,1
29717,21754,2.5
29717,21755,0.5
29717,29106,6.5
29717,29109,6.5
29717,29127,3.5
29717,29134,6.5
29717,29143,0.5
29717,29312,6.5
29717,29317,6.5
29717,29321,0.5
29717,29323,0.5
29717,29337,6.5
29717,29339,6.5
29717,29346,4.5
29717,29348,6.5
29717,29368,6.5
29717,29375,0.5
29717,29377,6.5
29717,29378,6
29717,29379,6.5
29717,29393,0.5
29717,29504,6.5
29717,29539,0.5
29717,29541,0.5
29717,29546,2.5
29717,29550,0.5
29717,29561,6.5
29717,29565,0.5
29717,29571,6.5
29717,29572,0.5
29717,29573,6.5
29717,29587,5.5
29717,29588,4.5
29717,29701,0.5
29717,29707,6.5
29717,29710,6.5
29717,29718,0.5
29717,29729,6.5
29717,29741,6.5
29717,29759,0.5
29717,29760,0.5
29717,29762,0.5
29717,29768,6.5
29717,29769,5.5
29717,29776,6.5
29717,29777,6.5
29717,29778,6.5
29717,29901,6.5
29717,29903,6.5
29717,29908,6.5
29717,29910,0.5
29717,29911,6.5
29717,29919,6.5
29717,29925,6.5
29717,29932,0.5
29717,31101,6.5
29717,31102,0.5
29717,31103,5.5
29717,39301,6.5
29717,39304,6.5
29717,39305,4.5
29717,39307,6.5
29717,39308,0.5
29718,14066,7
29718,14657,7
29718,14854,7
29718,14863,7
29718,15085,7
29718,15444,2
29718,15445,7
29718,15446,7
29718,15455,7
29718,15621,7
29718,15634,7
29718,20107,7
29718,20124,7
29718,20130,4
29718,20134,6
29718,20136,1
29718,20138,7
29718,20139,7
29718,20301,7
29718,20304,4
29718,20307,7
29718,20316,7
29718,20325,6
29718,20337,7
29718,20342,7
29718,20344,7
29718,20346,4
29718,20351,7
29718,20352,7
29718,20355,7
29718,20356,7
29718,20357,7
29718,20501,1
29718,20505,2
29718,20508,4
29718,20518,7
29718,20521,7
29718,20522,7
29718,20526,7
29718,20527,7
29718,20528,7
29718,20530,7
29718,20531,7
29718,20532,7
29718,20533,2
29718,20535,7
29718,20536,6.5
29718,20703,7
29718,20704,7
29718,20709,7
29718,20715,7
29718,20725,7
29718,20726,1
29718,20729,7
29718,20738,7
29718,20755,7
29718,20756,7
29718,20758,7
29718,20759,5.5
29718,20903,7
29718,20906,6
29718,20909,7
29718,20910,7
29718,20915,7
29718,20916,7
29718,20924,7
29718,20925,7
29718,20926,7
29718,20929,7
29718,20941,0.5
29718,20944,0.5
29718,20946,6
29718,20947,7
29718,20948,7
29718,20949,4
29718,20962,7
29718,20963,7
29718,21101,7
29718,21103,6.5
29718,21105,7
29718,21106,7
29718,21108,7
29718,21109,7
29718,21110,0.5
29718,21111,7
29718,21116,7
29718,21117,7
29718,21122,7
29718,21123,7
29718,21125,7
29718,21128,7
29718,21129,7
29718,21131,7
29718,21132,7
29718,21135,7
29718,21139,7
29718,21142,7
29718,21143,7
29718,21148,7
29718,21149,7
29718,21150,7
29718,21162,7
29718,21163,7
29718,21164,7
29718,21165,7
29718,21167,6
29718,21168,6
29718,21170,7
29718,21171,6
29718,21174,7
29718,21175,7
29718,21176,2
29718,21177,6
29718,21178,7
29718,21179,7
29718,21180,7
29718,21182,7
29718,21184,7
29718,21187,7
29718,21188,7
29718,21189,7
29718,21191,7
29718,21192,7
29718,21193,7
29718,21196,7
29718,21198,0.5
29718,21302,7
29718,21303,0.5
29718,21305,7
29718,21307,7
29718,21317,7
29718,21318,7
29718,21323,7
29718,21324,1
29718,21328,7
29718,21330,7
29718,21331,7
29718,21332,7
29718,21333,7
29718,21337,7
29718,21345,7
29718,21346,7
29718,21347,7
29718,21348,7
29718,21349,7
29718,21350,7
29718,21351,7
29718,21353,6.5
29718,21354,7
29718,21355,7
29718,21356,7
29718,21357,6
29718,21358,1
29718,21359,7
29718,21360,7
29718,21364,7
29718,21365,0.5
29718,21367,7
29718,21373,7
29718,21376,7
29718,21500,7
29718,21501,7
29718,21503,7
29718,21505,7
29718,21507,0.5
29718,21509,7
29718,21510,7
29718,21512,7
29718,21513,7
29718,21514,7
29718,21515,7
29718,21516,7
29718,21519,7
29718,21520,7
29718,21521,7
29718,21522,7
29718,21523,7
29718,21524,7
29718,21526,7
29718,21527,7
29718,21528,7
29718,21531,7
29718,21532,2
29718,21537,7
29718,21539,7
29718,21541,7
29718,21542,7
29718,21543,7
29718,21544,7
29718,21546,7
29718,21547,7
29718,21549,7
29718,21550,7
29718,21551,7
29718,21552,7
29718,21553,7
29718,21554,0.5
29718,21555,7
29718,21556,7
29718,21557,7
29718,21558,7
29718,21559,7
29718,21560,7
29718,21561,7
29718,21562,7
29718,21563,7
29718,21564,7
29718,21565,7
29718,21700,7
29718,21701,7
29718,21702,7
29718,21704,7
29718,21705,7
29718,21708,7
29718,21710,7
29718,21714,7
29718,21716,7
29718,21717,7
29718,21718,7
29718,21719,7
29718,21720,7
29718,21721,7
29718,21724,7
29718,21725,7
29718,21727,7
29718,21731,7
29718,21733,7
29718,21734,7
29718,21735,7
29718,21737,7
29718,21742,7
29718,21744,7
29718,21745,7
29718,21748,7
29718,21749,7
29718,21750,3
29718,21751,3
29718,21752,3
29718,21753,2.5
29718,21755,3
29718,29127,4
29718,29143,7
29718,29321,7
29718,29323,7
29718,29346,2
29718,29375,7
29718,29378,0.5
29718,29393,7
29718,29539,7
29718,29541,7
29718,29546,5
29718,29550,7
29718,29565,7
29718,29572,7
29718,29587,1.5
29718,29588,2
29718,29701,7
29718,29717,0.5
29718,29759,7
29718,29760,7
29718,29762,7
29718,29769,1
29718,29910,7
29718,29932,7
29718,31102,7
29718,31103,1
29718,39305,2
29718,39308,7
29729,10713,4
29729,14263,7
29729,14873,7
29729,15019,7
29729,15029,7
29729,15033,7
29729,15124,7
29729,15410,7
29729,15431,7
29729,15438,7
29729,15444,5
29729,15448,7
29729,15454,7
29729,15603,7
29729,15612,7
29729,15616,7
29729,20104,7
29729,20108,7
29729,20119,7
29729,20122,7
29729,20134,1
29729,20136,6
29729,20145,7
29729,20147,7
29729,20305,7
29729,20310,7
29729,20321,7
29729,20325,1
29729,20329,7
29729,20340,7
29729,20343,7
29729,20501,6
29729,20504,7
29729,20505,2
29729,20508,3
29729,20517,7
29729,20519,7
29729,20529,7
29729,20533,5
29729,20536,0.5
29729,20537,7
29729,20538,7
29729,20542,7
29729,20702,7
29729,20705,7
29729,20706,7
29729,20708,7
29729,20712,7
29729,20720,7
29729,20723,7
29729,20724,7
29729,20726,6
29729,20727,7
29729,20731,7
29729,20733,7
29729,20748,7
29729,20749,7
29729,20750,7
29729,20754,7
29729,20757,7
29729,20759,1.5
29729,20762,7
29729,20904,7
29729,20906,1
29729,20907,7
29729,20920,7
29729,20927,7
29729,20932,7
29729,20934,7
29729,20941,6.5
29729,20944,6.5
29729,20946,1
29729,20952,7
29729,20954,7
29729,20955,7
29729,20958,7
29729,20959,7
29729,21102,7
29729,21103,0.5
29729,21110,6.5
29729,21118,7
29729,21124,7
29729,21137,7
29729,21140,7
29729,21167,1
29729,21168,1
29729,21171,1
29729,21172,7
29729,21176,2
29729,21177,1
29729,21198,6.5
29729,21300,7
29729,21303,6.5
29729,21304,7
29729,21306,7
29729,21308,7
29729,21309,7
29729,21311,7
29729,21312,7
29729,21313,7
29729,21314,7
29729,21315,7
29729,21316,7
29729,21321,7
29729,21324,6
29729,21326,7
29729,21329,7
29729,21334,7
29729,21335,7
29729,21340,7
29729,21341,7
29729,21342,7
29729,21343,7
29729,21344,7
29729,21352,7
29729,21353,0.5
29729,21357,1
29729,21358,6
29729,21361,7
29729,21362,7
29729,21365,6.5
29729,21366,7
29729,21368,7
29729,21369,7
29729,21370,7
29729,21371,7
29729,21372,7
29729,21375,7
29729,21502,7
29729,21504,7
29729,21506,7
29729,21507,6.5
29729,21508,7
29729,21525,7
29729,21529,7
29729,21530,7
29729,21532,2
29729,21536,7
29729,21538,7
29729,21540,7
29729,21545,7
29729,21548,7
29729,21554,6.5
29729,21566,7
29729,21703,7
29729,21706,7
29729,21707,7
29729,21709,7
29729,21711,7
29729,21712,7
29729,21713,7
29729,21715,7
29729,21722,7
29729,21723,7
29729,21726,7
29729,21728,7
29729,21729,7
29729,21730,7
29729,21732,7
29729,21736,7
29729,21738,7
29729,21739,7
29729,21740,7
29729,21741,7
29729,21743,7
29729,21746,7
29729,21747,7
29729,21753,0.5
29729,21754,3
29729,29106,7
29729,29109,7
29729,29127,3
29729,29134,7
29729,29312,7
29729,29317,7
29729,29337,7
29729,29339,7
29729,29346,5
29729,29348,7
29729,29368,7
29729,29377,7
29729,29378,6.5
29729,29379,7
29729,29504,7
29729,29546,2
29729,29561,7
29729,29571,7
29729,29573,7
29729,29587,5.5
29729,29588,5
29729,29707,7
29729,29710,7
29729,29717,6.5
29729,29741,7
29729,29768,7
29729,29769,6
29729,29776,7
29729,29777,7
29729,29778,7
29729,29901,7
29729,29903,7
29729,29908,7
29729,29911,7
29729,29919,7
29729,29925,7
29729,31101,7
29729,31103,6
29729,39301,7
29729,39304,7
29729,39305,5
29729,39307,7
29741,10713,4
29741,14263,7
29741,14873,7
29741,15019,7
29741,15029,7
29741,15033,7
29741,15124,7
29741,15410,7
29741,15431,7
29741,15438,7
29741,15444,5
29741,15448,7
29741,15454,7
29741,15603,7
29741,15612,7
29741,15616,7
29741,20104,7
29741,20108,7
29741,20119,7
29741,20122,7
29741,20134,1
29741,20136,6
29741,20145,7
29741,20147,7
29741,20305,7
29741,20310,7
29741,20321,7
29741,20325,1
29741,20329,7
29741,20340,7
29741,20343,7
29741,20501,6
29741,20504,7
29741,20505,2
29741,20508,3
29741,20517,7
29741,20519,7
29741,20529,7
29741,20533,5
29741,20536,0.5
29741,20537,7
29741,20538,7
29741,20542,7
29741,20702,7
29741,20705,7
29741,20706,7
29741,20708,7
29741,20712,7
29741,20720,7
29741,20723,7
29741,20724,7
29741,20726,6
29741,20727,7
29741,20731,7
29741,20733,7
29741,20748,7
29741,20749,7
29741,20750,7
29741,20754,7
29741,20757,7
29741,20759,1.5
29741,20762,7
29741,20904,7
29741,20906,1
29741,20907,7
29741,20920,7
29741,20927,7
29741,20932,7
29741,20934,7
29741,20941,6.5
29741,20944,6.5
29741,20946,1
29741,20952,7
29741,20954,7
29741,20955,7
29741,20958,7
29741,20959,7
29741,21102,7
29741,21103,0.5
29741,21110,6.5
29741,21118,7
29741,21124,7
29741,21137,7
29741,21140,7
29741,21167,1
29741,21168,1
29741,21171,1
29741,21172,7
29741,21176,2
29741,21177,1
29741,21198,6.5
29741,21300,7
29741,21303,6.5
29741,21304,7
29741,21306,7
29741,21308,7
29741,21309,7
29741,21311,7
29741,21312,7
29741,21313,7
29741,21314,7
29741,21315,7
29741,21316,7
29741,21321,7
29741,21324,6
29741,21326,7
29741,21329,7
29741,21334,7
29741,21335,7
29741,21340,7
29741,21341,7
29741,21342,7
29741,21343,7
29741,21344,7
29741,21352,7
29741,21353,0.5
29741,21357,1
29741,21358,6
29741,21361,7
29741,21362,7
29741,21365,6.5
29741,21366,7
29741,21368,7
29741,21369,7
29741,21370,7
29741,21371,7
29741,21372,7
29741,21375,7
29741,21502,7
29741,21504,7
29741,21506,7
29741,21507,6.5
29741,21508,7
29741,21525,7
29741,21529,7
29741,21530,7
29741,21532,2
29741,21536,7
29741,21538,7
29741,21540,7
29741,21545,7
29741,21548,7
29741,21554,6.5
29741,21566,7
29741,21703,7
29741,21706,7
29741,21707,7
29741,21709,7
29741,21711,7
29741,21712,7
29741,21713,7
29741,21715,7
29741,21722,7
29741,21723,7
29741,21726,7
29741,21728,7
29741,21729,7
29741,21730,7
29741,21732,7
29741,21736,7
29741,21738,7
29741,21739,7
29741,21740,7
29741,21741,7
29741,21743,7
29741,21746,7
29741,21747,7
29741,21753,0.5
29741,21754,3
29741,29106,7
29741,29109,7
29741,29127,3
29741,29134,7
29741,29312,7
29741,29317,7
29741,29337,7
29741,29339,7
29741,29346,5
29741,29348,7
29741,29368,7
29741,29377,7
29741,29378,6.5
29741,29379,7
29741,29504,7
29741,29546,2
29741,29561,7
29741,29571,7
29741,29573,7
29741,29587,5.5
29741,29588,5
29741,29707,7
29741,29710,7
29741,29717,6.5
29741,29729,7
29741,29768,7
29741,29769,6
29741,29776,7
29741,29777,7
29741,29778,7
29741,29901,7
29741,29903,7
29741,29908,7
29741,29911,7
29741,29919,7
29741,29925,7
29741,31101,7
29741,31103,6
29741,39301,7
29741,39304,7
29741,39305,5
29741,39307,7
29759,14066,7
29759,14657,7
29759,14854,7
29759,14863,7
29759,15085,7
29759,15444,2
29759,15445,7
29759,15446,7
29759,15455,7
29759,15621,7
29759,15634,7
29759,20107,7
29759,20124,7
29759,20130,4
29759,20134,6
29759,20136,1
29759,20138,7
29759,20139,7
29759,20301,7
29759,20304,4
29759,20307,7
29759,20316,7
29759,20325,6
29759,20337,7
29759,20342,7
29759,20344,7
29759,20346,4
29759,20351,7
29759,20352,7
29759,20355,7
29759,20356,7
29759,20357,7
29759,20501,1
29759,20505,2
29759,20508,4
29759,20518,7
29759,20521,7
29759,20522,7
29759,20526,7
29759,20527,7
29759,20528,7
29759,20530,7
29759,20531,7
29759,20532,7
29759,20533,2
29759,20535,7
29759,20536,6.5
29759,20703,7
29759,20704,7
29759,20709,7
29759,20715,7
29759,20725,7
29759,20726,1
29759,20729,7
29759,20738,7
29759,20755,7
29759,20756,7
29759,20758,7
29759,20759,5.5
29759,20903,7
29759,20906,6
29759,20909,7
29759,20910,7
29759,20915,7
29759,20916,7
29759,20924,7
29759,20925,7
29759,20926,7
29759,20929,7
29759,20941,0.5
29759,20944,0.5
29759,20946,6
29759,20947,7
29759,20948,7
29759,20949,4
29759,20962,7
29759,20963,7
29759,21101,7
29759,21103,6.5
29759,21105,7
29759,21106,7
29759,21108,7
29759,21109,7
29759,21110,0.5
29759,21111,7
29759,21116,7
29759,21117,7
29759,21122,7
29759,21123,7
29759,21125,7
29759,21128,7
29759,21129,7
29759,21131,7
29759,21132,7
29759,21135,7
29759,21139,7
29759,21142,7
29759,21143,7
29759,21148,7
29759,21149,7
29759,21150,7
29759,21162,7
29759,21163,7
29759,21164,7
29759,21165,7
29759,21167,6
29759,21168,6
29759,21170,7
29759,21171,6
29759,21174,7
29759,21175,7
29759,21176,2
29759,21177,6
29759,21178,7
29759,21179,7
29759,21180,7
29759,21182,7
29759,21184,7
29759,21187,7
29759,21188,7
29759,21189,7
29759,21191,7
29759,21192,7
29759,21193,7
29759,21196,7
29759,21198,0.5
29759,21302,7
29759,21303,0.5
29759,21305,7
29759,21307,7
29759,21317,7
29759,21318,7
29759,21323,7
29759,21324,1
29759,21328,7
29759,21330,7
29759,21331,7
29759,21332,7
29759,21333,7
29759,21337,7
29759,21345,7
29759,21346,7
29759,21347,7
